Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time,Crop_w_score
Tea,mite,ASSAM,SPRAY BORNEO  140 ml200 LITRES AND ALTERNATIVELY GO FOR ACARICIDE LIKE MAGISTERPROPARGITE,ADVISED TO SPRAY DACOMAIN  500 ML PER 200 LITRES OF WATER TO CONTROL RED SPIDER MITE,recommended to spray Ethion 1 lit400 lit water3 times at 7 days interval interval,spraying Dicofol 185 EC  2 mllit or  Sulphur 40 WP  2 gl or Sulphur 80 WP  1 gl,RECOMMENDED TO SPRAY TAFETHION  250ML100 LIT OF WATER IN 4 TIMES AT 7 DAYS GAPE,0.456771,3.9656826144663924e-05
Tea,yellowing,ASSAM,     2                2  15       ,No answer,No answer,No answer,No answer,0.5950979999999999,3.9656826144663924e-05
Tea,catterpillar,WEST BENGAL,RECOMMENDED TO SPRAY ENDOSULFAN 1 LIT 400 LIT WATER OR TRICEL 20 EC 1 LIT400 LIT WATER,RECOMMENDED FOR SPRAY AZADIRACTIN 1 (10000 PPM)  3 ML  LIT OF WATER,TOLD HIM PLUCKING MANUALLY INFECTED PLANT OR APPLY BIO PESTICIDE,RECOMMENDED TO SPRAY CHLOROPYRIPHOS  2 ML PER LITR OF WATER,ADVICED TO USE DELTAMETHRIN  100 ML PER 200 LITER OF WATER,0.6692640000000001,3.9656826144663924e-05
Teak,blight,TAMILNADU,Recommended to spray Trichoderma viridi 10 gm  liter of water ,RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM1 LITER OF WATER,Recommended for spray copper oxy chloride 25 glit of water,recommended soil application for bio fertilizer mixed FYM,Spray Antracol  45 gm15 Liter of Water(Propineb)Bayer,0.525638,5.498826897953878e-05
Teak,catterpillar,MAHARASHTRA,RECOMMENDED FOR SPRAY CHLOROPYRIPHOS 20 EC 25MLL OF WATER FOR LEAF EATING CATERPILLAR IN TEAK,LEAF CATERPILLAR MANAGEMENTRECOMMENDED TO SPRAY MONOCROTOPHOS  2 ML  LITRE OF WATER,CATERPILLAR ATTACK ON TEAK PLANTSPRAY Chloropyriphos 40 ml  15 lit of water,leaf eating caterpillar in teak  spray chlorpyriphos 2mllit of water,RECOMMENDED TO SPRAY NOVALURANINDOXICARB (PLITHORA) 350 ML PER ACRE,0.706374,5.498826897953878e-05
Teak,rust,ODISHA,No answer,No answer,No answer,No answer,No answer,0.47428000000000003,0.0
Teak,powdery mildew,BIHAR,RECOMMENDED TO APPLY SULPHEX 4 GM PER LITRE WATER,RECOMENDED DOSE OF SULPHEX 4GM1LIT WATER SPRAY,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER,SULPHEX 4GM1LIT WATER SPRAY,No answer,1.036184,5.498826897953878e-05
Teak,rust,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.46781300000000003,0.0
Tobacco,fungus,GUJARAT,Ask about fungus problem in cropSuggested Copper Oxychloride  50 WP  60 grampump spray ( )  WP     ,Ask about fungus problem in cropSuggested Copper Oxychloride  50 WP  60 grampump spray ( )  WP     ,Carbendazim 12 Mancozeb 63 WP 30 g Imidacloprid 178 SL 10 ml ko prati tanki me gholker spray karen,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,suggestedcopperoxicloride(blucopper)5040gmpump in drenching or 250 gramvigha water management,1.115155,0.0001820798582221029
Tobacco,damping off,UTTAR PRADESH,TOBACCO  DAMPING OFF  RECOMMEDED TO SPRAY COPPEROXYCHLORIDE 2 GRAM IN 1 LITRE WATER,TOBACCO DAMPING OFF RECOMMENDED TO SPRAY COPPEROXYCHLORIDE 3 GRAM PER LITRE WATER,I suggested to give blue copper 3 gmlit water for  damping off in tobacco,Metalaxyl8  Mancozeb64 WP 500 gram  acre 160 liter pani me sprey kare,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE (BLITOX) 600 GRAMS PER ACRE,2.4926779999999997,0.0001820798582221029
Tobacco,leaf blight,UTTAR PRADESH,kisan bhaiCarbendazim 12  Mancozeb 63 WP 300 GRAMACRE 200 LITER PAANI KI DAR SE SPRAY KARE,RECOMMENDED TO SPRAY MANCOZEBCARBENDAZIM 400 GRAMS  200 LITERS OF WATER  ACRE   ,spray with Carbendazim 12  Mancozeb 63 WP  152 gram per liter of water,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER , TRICHODARMA VIRIDE      PSEUDOMONAS FLUORESCES             ,2.5230509999999997,0.0001820798582221029
Tobacco,wilt,UTTAR PRADESH,RECOMMENDED FOR SPRAY TRICODARMA VIRIDE  5 GM AND  PSEDOMONAS  FLUORESCENCE  5 GM   LIT OF WATER,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,I SUGGEST COPPER OXICHLORIDE 4045GMPUMP DRENCHING  MANCOZEB 25GM  CTREPTOCYCLIN 2GMPUMP,RECOMMENDED FOR SPRAY STREPTOCYCLINE 91 SP ( 9010 SP)  1 GM  10 LIT OF WATER,RECOMMENDED FOR SPRAY STREPTOCYCLINE 91 SP ( 9010 SP)  1 GM  10 LIT OF WATER,0.893167,0.0001820798582221029
Tobacco,mosaic,DELHI,MULTIPLUS20KGACRECARBENDAZIM50WP800GMACRETRIAZOPHOS40EC800MLACRE400LITWATER KA GHOL SE SPRAY KARE  ,SPRAY IMIDACHLOPRID 178SL 2 1 ML PER LITRE OF WATRE AND SPRAY SAAF 75 WP  2 GM PER LITRE OF WATER,kisan bhai tabacco me imidaclorprid 178  SL 100 mlacre 150 200 liter pani me  spray kare,Kisan bhai aap Azadirachtin 1  400 ml acre me 200 litre pani me milaakr spray kare,  (         )                               (                 )     ,1.11399,0.0001820798582221029
Tomato,blight,HIMACHAL PRADESH,RECOMMENDED TO SPRAY MANCOZEB  (M45) 600 GRAMS  200 LITRES OF WATER  ACRE    600      200          ,to control blight attack on tomato  spray 191919 40gm microlla 30mlBavistine 30gm   15 Lit of Water,tomato early blight management RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,CARBENDAZIM 12  MANCOZEB 63  2 GRAMLITER  STREPTOCYCLIN  6 GRAM60 LITER  DIMETHOATE 30  2 GRAMLITER,advice her to apply bavistin 2g1litre of water and blitoxblue copper 2mllitre of water respectively,38.298645,0.008480678681989255
Tomato,mealybug,TAMILNADU,Imidacloprid 805 SC 06 mllitChlorpriphos 20 EC 2mllitThiamethoxam 25 WSG 06 mglitProfenophos 2mllit,for controlling ATTACK OF  Mealybug in tomatoSpray profenophos 30 ml 15 liter of water,mealybug in tomato  spray profenophos 2mlacephate 2gmneemoil 3mlteepol 1mllit of water,Spray any following insecticidesPhosphomidon 40 SL 2mllitImidacloprid 805 SC 06 mllit,Spray any following insecticidesPhosphomidon 40 SL 2mllitImidacloprid 805 SC 06 mllit,51.22083,0.008480678681989255
Tomato,sucking pest,MADHYA PRADESH,RECOMMENDED TO SPRAY IMIDACHLOPRID 1 MILI LITRE PER 3 LITRE WATER TO CONTROL SUCKING PEST IN TOMATO,Recommended to spray Azoxystrobin 23 SC  200 ml in 200 Litre water per acre ( 1ml in 1 Litre water),sucking pests management in chilli RECOMMENDED TO SPRAY DIMETHOATE  400 ML 200 LITRES OF WATER ACRE,RECOMMENDED TO SPRAY FLUBENDIAMIDE  (FAME) 40 ML 200 LITRES OF WATER  ACRE     40     200          ,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,117.21963899999999,0.008480678681989255
Tomato,wilt,HIMACHAL PRADESH,I suggest him to apply Cabuforan 3G  3 gram per plant and spray Bavistin  2 gram per litre of water,SPRAY   STREPTAMYCIN   SULPHET AND TETRACYCLIN HYDROXICIDE  91 SP ( 9010 SP)  1 GM  6 LIT OF WATER ,BACTERIAL WILT  SPRAY AND DRENCH SOIL WITH CARBENDAZIM  MANCOZEB (SAAFSIXER) 2GM PER LITRE OF WATER,SPRAY   STREPTAMYCIN   SULPHET AND TETRACYCLIN HYDROXICIDE  91 SP ( 9010 SP)  1 GM  10 LIT OF WATER,RECOMMENDED SPRAY COPPER OXYCHLORIDE  25 GM  PLANTOMYCIN  1 GM  1 LITER OF WATER FOR WILT IN TOMATO,29.033322,0.008480678681989255
Tomato,blight,ANDHRA PRADESH,RECOMMENDED TO SPRAY MANCOZEB  (M45) 600 GRAMS  200 LITRES OF WATER  ACRE    600      200          ,to control blight attack on tomato  spray 191919 40gm microlla 30mlBavistine 30gm   15 Lit of Water,tomato early blight management RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,CARBENDAZIM 12  MANCOZEB 63  2 GRAMLITER  STREPTOCYCLIN  6 GRAM60 LITER  DIMETHOATE 30  2 GRAMLITER,advice her to apply bavistin 2g1litre of water and blitoxblue copper 2mllitre of water respectively,38.283677000000004,0.008480678681989255
Turmeric,leaf spot,ANDHRA PRADESH,TURMERIC LEAF SPOT MANAGEMENTRECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITER OF WATER,SPRAY STREPTOCYCLINE  3GM  COPPER OXY CHLORIDE  40GM15LIT WATER FOR bacterial leaf spot in turmeric,TURMERIC LEAF SPOT MANAGEMENTRECOMMENDED TO SPRAY PROPICONAZOLE    200 ML  200 LITERS OF WATER ACRE,RECOMMENDED TO SPRAY MANCOZEB  (M45) 600 GRAMS  200 LITRES OF WATER  ACRE    600      200          ,RECOMMENDED TO SPRAY SAPH ( CARBENDAZIM MANCOZEB ) 400GM  200 LIT OF WATER ACRE(  ) 400            ,6.973152000000001,0.0008734368521967319
Turmeric,dry rot,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,5.97968,0.0
Turmeric,wilt,MAHARASHTRA,Spray Tilt 07 ml15 Liter of Water(Propiconyazol 25EC)SyngentaSpray Blue copper 40 gm15 liter water,wilt in turmeric drenching with bavistin 30gm Chloropyriphos 30 ml humic acid 30ml 15 lit of water,WILT ON TURMARIC   CLOROPAYRIFOS 30 ML  BAVISTIN 30 GM  HUMIC ACID 30 ML 15 LITER WATER DRENCHING,WILT ON TURMARIC   BAVISTIN 30 GM  HUMIC ACID 30 ML  CLOROPAYRIFOS 30 ML 15 LITER WATER DRENCHING,Advised to drench the plant base with COC  30 grams  streptocyclin 1 gram per 10 liters  of water,2.7666020000000002,0.0008734368521967319
Turmeric,blight,MAHARASHTRA,blight attack on turmeric  drenching of 191919 4 kg  bavistin 400 gm  acre throught drip irrigation,BLIGHT ON TURMERICSpray Cabriotop 30 gm15 Liter of Watermetiram (pyraclostrobin 50  metiram 55)Basf,for control  of blight on onion  Spray Cabriotop 7 gm15 Liter of Watermetiram (dithiocarbamate)Basf,BLIGHT ATTACK on turmericSpray Antracol 30 gm15 Liter of Water (Propineb 70  WP) BAYER CROP SCIENCE,For control  of blight on turmeric Spray Cabriotop 30 gm15 Liter of Watermetiram (dithiocarbamate),3.2826199999999996,0.0008734368521967319
Turmeric,leaf spot,TAMILNADU,TURMERIC LEAF SPOT MANAGEMENTRECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITER OF WATER,SPRAY STREPTOCYCLINE  3GM  COPPER OXY CHLORIDE  40GM15LIT WATER FOR bacterial leaf spot in turmeric,TURMERIC LEAF SPOT MANAGEMENTRECOMMENDED TO SPRAY PROPICONAZOLE    200 ML  200 LITERS OF WATER ACRE,RECOMMENDED TO SPRAY MANCOZEB  (M45) 600 GRAMS  200 LITRES OF WATER  ACRE    600      200          ,RECOMMENDED TO SPRAY SAPH ( CARBENDAZIM MANCOZEB ) 400GM  200 LIT OF WATER ACRE(  ) 400            ,7.023361,0.0008734368521967319
Turnip (Saljam),sucking pest,GUJARAT,RECOMMENDED TO SPRAY IMIDACLOPRID 60 ML 150 LITRES OF WATER  ACRE,Suggested Fipronil 5 SC 25mlpump spray Final Control,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER,Spray Chloropyriphos 20 EC 20 ml per pump,should be spray imidacloprid 5mlpump,0.447554,1.0170363068679361e-05
Turnip (Saljam),blight,RAJASTHAN,FOR THE CONTROL OF BLIGHT   DISEASE IN WATERMELON CROP SPRAY OF SAAF  300 GM IN 120 LITER WATERACRE,SPRAY COPPER OXYCHLORIDE 30G10LITRES OF WATER,SPRAY OF MENCOZEB 2 GM PER LITER WATER,Recommended for Spray Mancozeb 2 glit,   45    15     15        ,0.366437,1.0170363068679361e-05
Turnip (Saljam),fungus,GUJARAT,SPRAY COPPEROXYCHOLORIDE  25 GM  STREPTOCYCLIN  05 GM  LIT OF WATER,fungus attack in turnip  spray indofil m45 3 gram per litre water,spray 400gm diathen m45  in 200 litre water acre ,Spray Bavistine 30gm15lit of Water,No answer,0.363482,1.0170363068679361e-05
Turnip (Saljam),damping off,BIHAR,IRRIGATE THE FIELD WITH INDOFIL M4525G10LITRES  OF WATER BAVISTIN 5G10LITRES OF WATER,saff 2gm1lit water,No answer,No answer,No answer,0.45862600000000003,1.0170363068679361e-05
Turnip (Saljam),cercospora spot,ASSAM,No answer,No answer,No answer,No answer,No answer,0.478146,0.0
Vanilla,stem rot,KERALA,RECOMMENDED FOR SPRAY CAPTAN 70  HEXACONAZOLE 5 ( 75 WP)   1 GM  LIT OF WATER,No answer,No answer,No answer,No answer,0.355027,3.870809824646622e-06
Vanilla,thrips,RAJASTHAN,SPRAY OF BELETON 1 ML PER LITER WATER,No answer,No answer,No answer,No answer,0.345463,3.870809824646622e-06
Vanilla,bean rot,KERALA,No answer,No answer,No answer,No answer,No answer,0.348825,0.0
Vanilla,mosaic,KERALA,No answer,No answer,No answer,No answer,No answer,0.342314,0.0
Vanilla,fungus,KERALA,No answer,No answer,No answer,No answer,No answer,0.350247,0.0
Watermelon,fungus,GUJARAT,SPRAY BLUE COPPER 40 GRAM  MICROLLA 30 MILI  HUMIC ACID 30 MILI  191919 50 GRAM IN 15 LIT OF WATER,SPRAY SAAF 30 GM   TATA MANIK  7 GRAM  15 LITERS OF WATER (Carbendazim 12  Mancozeb 63 WP ) UPL,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,5.221543,0.0011374109025912606
Watermelon,mite,TELANGANA,Attack Red Mites ON WATERMELON  Spray Oberon 15 ml  15Lit of Water(Spiromesifen) BAYER CROP SCIENCE,WATER MELON APHID AND MITE MANAGEMENT RECOMMENDED TO SPRAY THIAMETHOXAM 03 GRAMS  LITRES OF WATER, RECOMMENDED TO SPRAY  SPIROMESIFEN  (OBERON) 200 ML200 LITRES OF WATER ACRE  200     200        ,RECOMMENDED TO SPRAY ABAMECTIN   (VERTIMEK) 160 ML 200 LITRES OF WATER  ACRE   160    200        ,FARMER ASKED Attack OF Red Mites ON WATERMELON  Spray omite 5ml15 liter water (Propargite 57 EC),3.9568779999999997,0.0011374109025912606
Watermelon,beetle,ODISHA,Recommended to spray Carbaryl 50 WP 3gm per litre of water to control Spotted beetle of watermelon,Malathion 50 EC 1 mllitER PANI ME MILAKAR CHIDCAAV KARE 1 HAFTE KE ANTRAL PAR DUSRA CHIDCAAV KARE,RECOMMENDED TO SPRAY MALATHION 50EC  1 ML  LITRE WATER  NEEM OIL  3 ML  LITRE WATER IN WATERMELON,recommended to spray malathion 50 ec 2ml1 liter of water or quinalphos 25 ec 2ml1 liter of water,Spray Spray malathion 50 EC  500 ml or dimethoate 30 EC 500 ml or methyl demeton 25 EC 500 ml ha,5.198982,0.0011374109025912606
Watermelon,leaf curl,ODISHA,RECOMMENDED TO APPLY  DIMETHOATE 30EC(ROGOR)2ML IN  1LITRE WATER TO CONTROL LEAF CURL IN WATERMELON,Recommended to spray Imidacloprid 178 SL 1ml in 3litres of water to control Leaf curl in Watermelon,RECOMMENDED TO SPRAY IMIDACLOPRID 178SL 5ML IN 15 LITRES WATER TO CONTROL LEAF CURL IN WATERMELON ,RECOMMENDED TO SPRAY AZADIRHACHTIN ( NEEM SEED KERNAL EXTRACT )  1 LITRE  200 LITRES OF WATER ACRE,RECOMMENDED SPRAY IMIDACLOPRID 1ML3LTR WATER 0R ACEPHATE 1GMLTR WATER FOR leaf curl in water melon,10.920607,0.0011374109025912606
Watermelon,sucking pest,TAMILNADU,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,RECOMMENDED TO APPLY IMIDACLOPRID 178SL 1ML IN 3 LITRES WATER TO CONTROL SUCKING PEST IN WATERMELON,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump, CONTROL OF ATTACK OF SUCKING PEST ON WATERMELON Spray Rijent 20 ml15 liter waterBAYER CROP SCIENCE,spray supar confidor 60 ml  M45 30 gm  15 liter of water for controlling sucking pest on watermelon,13.407079000000001,0.0011374109025912606
Wheat,powdery mildew,PUNJAB,gehu me powdery mildew ke liyeSpray Wettable sulphur 02 or Carbendazim  500 gha inka prayog kare,KISAN BHAI CARBENDAZIM50WP2KGHACIMIDACHLORPRID167SL500ML800LITWATER ME GHOL BANAKAR SPRAY KARE,        3            1              20                          70 wp 2530    2     15      ,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN WHEAT,SPRAY OF KERATHIAN LC 1 GRAM PER LITER WATER FOR CONTROL OF POWDERY MILDEW DISEASE IN WHEAT,220.46718900000002,0.010379842188601414
Wheat,termite,RAJASTHAN,ho to control termit in wheat crops 115 litre chloropyriphose in 25 kg sand(ret) before irrigation ,kisan bhai gehu me deemak ke liye Chlorpyriphos 50 EC 115 liter acre pani ke sath tapak vidhi se de,        40     60     20 EC   200    50 EC (   )             2    20 EC  2       4    20           ,ho to control termit in wheat crops 115 litre chloropyriphose in 25 kg sand(ret) before irrigation ,        40     60     20 EC   200    50 EC (   )             2    20 EC  2       4    20           ,67.54365899999999,0.010379842188601414
Wheat,fungus,MADHYA PRADESH,kisan bhai gehu ki fasal me Propiconazole 25 EC 400 ml  aekad 200 liter pani me ghol kar spray kare,kisan bhai gehu ki fasal me propiconazol 25  EC 200 ml  aekad 150 liter pani me ghol kar spray kare,FOR CONTROL OF FUNGUS IN ONION SPRAY 400500 GM BAVISTIN OR INDOFIL M45 IN 200 LITRE WATER PER ACRE,Spray Tricyclazol hexacorazol propiconazol 2025 ml per pump and steptrocyclin 2 to 3 gram per pump,Spray Tricyclazol hexacorazol propiconazol 2025 ml per pump and steptrocyclin 2 to 3 gram per pump,60.231260999999996,0.010379842188601414
Wheat,black rust,RAJASTHAN,kisan bhai aap gehun me Propiconazole 25 EC  200 ml prati acre 180 litre pani me milakar spray kare,kisan bhai aap gehun me Propiconazole 25 EC  200 ml prati acre 180 litre pani me milakar spray kare,Spray Tricyclazol hexacorazol propiconazol 2025 ml per pump and steptrocyclin 2 to 3 gram per pump,spray Propiconazole 25 (200 ml) Thiomethoxam 25 WDG (40 gm)acre  120 liter of water in wheat crop,FOR THE CONTROL OF YELLOW RUST DISEASE IN WHEAT CROPPLS SPRAY 200ML TILT ACRE IN 200LITRE WATER,160.694228,0.010379842188601414
Wheat,yellow rust,HARYANA,SPRAY PROPICONAZOLE25ECTILT OR SHINE 200ML200 LITER WATER PER ACRE FOR CONTROL YELLOW RUST IN WHEAT,SPRAY PROPICONAZOLE25ECTILT OR SHINE 200ML200 LITER WATER PER ACRE FOR CONTROL YELLOW RUST IN WHEAT,SPRAY PROPICONAZOLE25ECTILT OR SHINE 200ML200 LITER WATER PER ACRE FOR CONTROL YELLOW RUST IN WHEAT,SPRAY PROPICONAZOLE25ECTILT OR SHINE 200ML200 LITER WATER PER ACRE FOR CONTROL YELLOW RUST IN WHEAT,SPRAY PROPICONAZOLE25ECTILT OR SHINE 200ML200 LITER WATER PER ACRE FOR CONTROL YELLOW RUST IN WHEAT,168.902659,0.010379842188601414
White Clover (Shaftal),fungus,UTTAR PRADESH, 8  9        6  11                   12      21        4  11              , 8  9        6  11                   12      21        4  11              ,BAVASTIN 250 GRAMBIGHA,No answer,No answer,0.31408,8.348805504139774e-07
White Clover (Shaftal),mosaic,PUNJAB,No answer,No answer,No answer,No answer,No answer,0.309684,0.0
White Clover (Shaftal),chewing pest,ODISHA,No answer,No answer,No answer,No answer,No answer,0.321385,0.0
White Clover (Shaftal),root rot,PUNJAB,No answer,No answer,No answer,No answer,No answer,0.318214,0.0
White Clover (Shaftal),aphids,ANDHRA PRADESH,RECOMMENDED TO SPRAY IMIDACLOPRID 80 ML IN 200 LITERS OF WATER 1 ACRE,No answer,No answer,No answer,No answer,0.319687,8.348805504139774e-07
fodder maize,leaf spot,GUJARAT,KISAN BHAI CARBENDAZIM50WP2GMLITPANI ME GHOL BANAKAR SPRAY KARE ,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,spray indofil m45  200 gram in 100 litre water per acre,SPRAY MANCOZEB 2 GM  LT WATER,Hexaconazole 5 EC 300mlacre,2.011812,0.00012447310024353846
fodder maize,stem borer,PUNJAB,stem borer on maize controlSpray fame  5ml15 Lit of Water (Flubendiamide 480 SC ) Byer Crop Science,FOR CONTROL OF STEM BORER ON FODDER MAIZE SPRAY NUVAN 20 ML  15 LITERS OF WATER ( Dichlorvos 76 EC),SPRAY CORAGEN 60 ML OR CHLOROPYRIPHOS 20 EC 500 ML OR EKALUX 800 GM IN 100 LITERS OF WATERACRE, 20 ml Chlorpyriphos 20 EClit water If necessary repeat the spray 15 days after previous spray,stem borer in maize  spray 40 ml cypermethrin or decis 80 ml in 60 litres of water per acre,2.1147549999999997,0.00012447310024353846
fodder maize,blight,PUNJAB,spray  Hexaconazole 5 EC(2 ml)  Cypermethrin 3 EC (2 ml)liter of water on fodder crop,YOU CAN SPRAY ANTRACOL 30 GRAM PAMP WATER USE FOR LEAF BLIGHT CONTROL ON MAIZE CROP,RECOMMENDED FOR SPRAY   METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,blight in fodder maize spray indofil m45 500 gram in 150 litres of water,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 2 GM PER 15 LITER WATER,1.0545069999999999,0.00012447310024353846
fodder maize,rust,TAMILNADU,SPRAY CARBENDAZIM50WP2GMLITWATERTRIAZOPHOS40EC2MLLITWATER,advice him to spray saaf  2mllitres of water,macozed 25gr,No answer,No answer,0.839949,0.00012447310024353846
fodder maize,cutworm,JAMMU AND KASHMIR,kisan bhai chare vali  makka  me  neem oil 3 mlliter ka spray kare,PHORATE 10G 500 GM FOR KANAL,No answer,No answer,No answer,1.156469,0.00012447310024353846
fodder sorghum,downy mildew,TAMILNADU,Metalaxyl  Mancozeb  2 gram  liter pani ke sath spray kare,No answer,No answer,No answer,No answer,4.149439,0.00023023728633461823
fodder sorghum,smut,PUNJAB,i suggested spray mencozeb 35 gram  15 liter,          (  ) 40      (   ppm   ),SPRAY M 45 30 GM 15 LITER WATER,       SL     ,No answer,1.246461,0.00023023728633461823
fodder sorghum,stem borer,PUNJAB,Kisan bhai ap chari ki fasal me neem oil  2 mililitr panee ki dar se ghol banakar chhidkaw kare,Kisan bhai ap jwar ki fasal par neam oil 2 mililitr pane ki dar se ghol banakar chhidkaw kare,Control of stem borer in sorghum  spray 250ml Malathion 50EC per acre in 50 lt water per acre,For control of stem borer in sorghum spraying 250 ml malathion in 50 litre of water per acre,For control of stem borer in sorghum spraying 250 ml malathion in 50 litre of water per acre,3.380578,0.00023023728633461823
fodder sorghum,termite,RAJASTHAN,         (  )                                                                                   ,Recommended for Spot drenching with Chlorpyriphos 20 EC (Perfban Terminator)2 ml lit of water ,BROADCAST 1 LITRE CHLOROPYRIPHOS MIXED WITH 20 KG SANDACRE AND THEN APPLY IRRIGATION,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,1.7340259999999998,0.00023023728633461823
fodder sorghum,fungus,RAJASTHAN,         (  )                                                                                   ,Suggested Mancozeb (M45) 75 WP 35 grampump spray Suggested Imidacloprid 178 sl 5 mlpump  spray,Suggested Organic  trichoderma viride 500 gramvigha dusting with sand or organic fertilizer,spray copper oxy chloride  straptocyclien 30 gram and 1 gram respectively in 15 liter water,DRENCHING OF CARBENDAZIM 2 GM PER LITER SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER,1.554985,0.00023023728633461823
