Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time
Soybean (bhat),blight,MAHARASHTRA,Attack of  Downy or blight  or PowderySpray Tilt 20 ml15 Liter of Water(Propiconyazol 25EC)Syngenta,Attack of BlightMicrolla 30 mili  Bavistine 30gm Humic Acid 30ml 19 19 19 60 gm    15 lit of water,BLIGHT ATTACK on soybeanSPRAY SAAF 30 GM  15 LITERS OF WATER (Carbendazim 12  Mancozeb 63 WP ) UPL,BLIGHT ATTACK on soybeanSPRAY SAAF 30 GM  15 LITERS OF WATER(Carbendazim 12  Mancozeb 63 WP ) UPL,Spray 191919 60 GRAM   microlla  30 ml  Tilt 20 ml15 Liter of Water(Propiconyazol 25EC)Syngenta,5.322391
Spinach (Palak),downy mildew,ANDHRA PRADESH,recamanded spray MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,No answer,No answer,No answer,No answer,0.350248
Spinach (Palak),white fly,MAHARASHTRA,Spray Actra 5 gm  15 Lit of WaterRedomil Gold 30gm 15Lit of Water,Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,Spray Marker 30 ml 15 liters of water DHANUKA,Spray Marker 30 ml 15 liters of water DHANUKA,No answer,0.499645
Spinach (Palak),anthracnose,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.623091
Spinach (Palak),leaf spot,UTTARAKHAND,spray Carbendazim 12  Mancozeb 63 WP  2 gmliter of water,spray Mancozeb 75 WP400 gmacre for Leaf Spot in spinach,No answer,No answer,No answer,0.336987
Spinach (Palak),damping off,CHHATTISGARH,No answer,No answer,No answer,No answer,No answer,0.342793
Stevia,fungus,MADHYA PRADESH,No answer,No answer,No answer,No answer,No answer,0.39263
Stevia,root rot,UTTAR PRADESH,Copper Oxychloride 50 WP 30 gram   streptocycline 15 gram15 liter pani me ghol kar spray kare,trichoderma 23 kg ya copper oxy chloride 2 kgacreki dar se nami ki avstha me bhurkav karen,No answer,No answer,No answer,0.482238
Stevia,stem rot,WEST BENGAL,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  45 GM  LIT OF WATER,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  5 GM  LIT OF WATER,No answer,No answer,No answer,0.378292
Stevia,root rot,MADHYA PRADESH,No answer,No answer,No answer,No answer,No answer,0.40433
Stevia,stem rot,ANDHRA PRADESH,No answer,No answer,No answer,No answer,No answer,0.337325
Strawberry,leaf spot,WEST BENGAL,APNI STREPTOCYCLINE 90 SP  1 GM KORE PROT 10 LIT JOLE GULE GACHER GORA VIGIYE SPRAY KORBEN,RECOMMENDED FOR SPRAY   CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER ,RECOMMENDED FOR SPRAY TRICODERMA VIRIDI  3 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  MANCOZEB 75 WP  25 GM  LIT OF WATER,SPRAY   AZOXYSTROBIN 23 SC  1 ML   LIT OF WATER,0.381226
Strawberry,stem rot,WEST BENGAL,RECOMMENDED FOR TRICODERMA HERJINAM  PSEUDOMONAS FLURESENSE  10GMLIT OF WATER,  SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY MANCOZEB 75WP  25 GM LITOF WATER,         919564661311,No answer,0.376215
Strawberry,wilt,WEST BENGAL,RECOMMENDED FOR SPRAY STREPTOCYCLINE 91 SP ( 9010 SP)  1 GM  10 LIT OF WATER,No answer,No answer,No answer,No answer,0.36396
Strawberry,termite,RAJASTHAN,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA,      20   40            ,No answer,No answer,No answer,0.4
Strawberry,root rot,HIMACHAL PRADESH,Control root rot in Strawberry are drenching indofil m45  25gm  bavistin  10gm10litre of water,Control root rot in strawberry are drenching saaf  400200 liter of water,        25    45  10    10       ,No answer,No answer,0.379672
Sugarcane (Noble Cane),smut,UTTAR PRADESH,kisan bhai aap ganne me Carbendazim 50 WP  300 gram prati acre 180 litre pani  me milakr spray kare,coper oxychloride 2 gram  litar pani  streptocyclin 1 gram  10 litar pani me gholkar spre kare,mancozeb 2 gram prati liter pani  streptocicline 1 gram prati 10 liter pani ke sath spray kare,spray of copper oxi cloried 50  WP 30 gram  streptosayclin 5  05  gram tanki   16 litre water,Propiconazole 25 EC 2 mili aur Quinalphos 25 EC 2 mili prati litr panee ki dar se spray kare,12.824115
Sugarcane (Noble Cane),mosaic,UTTAR PRADESH,KISAN BHAI YELLOW MOSAI SE BACHAV KE LIYE MAILATHION 15 KILOGRAM  HECTER PANI ME GHOLKAR SPRE KARE,Dear farmer use to Carbendazim 12 Mancozeb 63 WP 2gliter water splash in the field,kisan ji aap Carbendazim 12  Mancozeb 63 WP 2 mili liter paani ke sath sprey kre,Dear farmer use to  Copper Oxychloride 50 WP  25gliter water splash in the field,Dear farmer use to  Copper Oxychloride 50 WP  3gliter water splash in the field,17.432179
Sugarcane (Noble Cane),red rot,UTTAR PRADESH,kisan bhai aap ganne ko eglal 280 gram dva110 litre pani  me milakar upcharit karke tab buwai kare ,Carbendazim 12  Mancozeb 63 WP 400gmecar   Dichlorvos 76 EC 350 mlacre 250 litar pani me sprey kare,Drying of carbendazim 50 WP  1 gram per liter of water for red rash disease in farmers brother cane,Carbofuran 3 GR 10kgacre  Chlorpyriphos 50 Cypermethrin 5 EC 500mlacre 120 litre pani me spre kare,Kisan bhai ganne me lal sadan ke liye fasal chakra apanayebeej upchar karerog rodhi prajati apnaye,30.706574
Sugarcane (Noble Cane),leaf scald,UTTAR PRADESH,       CoH 92201 CoH 94201 CoPant 84211 CoPant 84212 ,No answer,No answer,No answer,No answer,42.405746
Sugarcane (Noble Cane),wilt,UTTAR PRADESH,carbendaazim 12mancozeb 63   500 GRAM   12 kilo  mitti me milake burcav kare acre ki dar se nami me,kisan bhai ukatha rog ke liye carbendzim 3 gramlitre pani ke ghol ko ganne ke jad kshetra me de,Kisan bhai ganne me hexaconazole 5 SC 200400mlacre  streptocyclin 6gmacre ki dar se prayog kare,carbendazim  2gmlitre ki dar se 15 din ke antral par do baar zad waale bhaag mein chidkaav kare,Apply carbendazim  2gmlit of water at the root zone area and same as follow at 15 days interval,12.678852
Sunflower (suryamukhi),caterpillar,TAMILNADU,recommended for the application of Dichlorvas at the rate of 2 ml in 1 litre of water,Recommended for spray profenophos 2ml  acephtate 1 g liter of water,Recommended for spray  Azadirachtin 3 ml  teepol 1 ml lit of water,recommended for the spray    chloripyriphos  2 ml lit of water,recommended for the spray   chloropiriphos 2 ml lit of water,0.406215
Sunflower (suryamukhi),blight,PUNJAB,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,0.394236
Sunflower (suryamukhi),Alternaria,KARNATAKA,Spray carbendazim 2 gram per liter of water,mancozeb 2gmlitter,No answer,No answer,No answer,0.517299
Sunflower (suryamukhi),rust,KARNATAKA,No answer,No answer,No answer,No answer,No answer,0.423552
Sunflower (suryamukhi),white mold,WEST BENGAL,No answer,No answer,No answer,No answer,No answer,0.45136
Sweet Potato,mold rot,CHHATTISGARH,No answer,No answer,No answer,No answer,No answer,0.323724
Sweet Potato,catterpillar,MAHARASHTRA,spray profex supar 30 ml  15 liter of water for controlling caterpillar on  sweet potato,Chloropyriphos 30ml  Humic Acid 30ml15 Lit of Water Drenching,Spray Avaunt 10 ml 15 Liter of Water(Indoxacarb 158EC)DuPont,Spray Quinolphos 30 ml15 liter of water,Spray Proclaim 5gm15lit of Water,0.43994
Sweet Potato,white gurb,RAJASTHAN,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB,USE QUINOLPHOS 15 DUST 5 KG PER BIGHA MIX IN SOIL, 25   4           ,No answer,No answer,0.504479
Sweet Potato,catterpillar,HIMACHAL PRADESH,No answer,No answer,No answer,No answer,No answer,0.336087
Sweet Potato,termite,RAJASTHAN,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION  FOR TERMITE CONTROL,0.437994
Tea,termite,ASSAM,ADVISED TO SPRAY TRICEL  40 ML200 LITRES OF WATER IN ROOT ZONE,INFORMATION GIVEN  APPLY MALATHION 5  DUST  100 GM PER PLANT,SUGGEST HIM TO SPRAY TRICEL  2MLLITRES OF WATER IN ROOT ZONE,APPLY TRICEL  2MLLITRES OF WATER WITHOUT NOZLES AT ROOT ZONE,DRENCH THE SOIL WITH CLASSIC20  3 ML PER LITRE OF WATER,0.475635
Tea,red rust,ASSAM,RECOMMENDED TO SPRAY CONTAF(HEXACONAZOLE)15 MLLIT WATER 34 TIMES AT 7 DAYS INTERVAL,RECOMMENDED TO SPRAY Champ WG  2 GMLIT OF WATER,RECOMMENDED TO SPRAY SAAF  2 G PER LIT OF WATER,SPRAY MACOBAN C 400 GM200L,No answer,0.640456
Tea,mite,ASSAM,SPRAY BORNEO  140 ml200 LITRES AND ALTERNATIVELY GO FOR ACARICIDE LIKE MAGISTERPROPARGITE,recommended to spray Ethion 1 lit400 lit water3 times at 7 days interval interval,RECOMMENDED TO SPRAY TAFETHION  250ML100 LIT OF WATER IN 4 TIMES AT 7 DAYS GAPE,RECOMMENDED TO SPRAY TAFETHION  1 LIT400 LIT WATER 23 SPRAYS AT 56 DAYS GAPE,Recommended to spray Azadirachtin 10  EC (neem based)  2 ml per lit of water,0.44161
Tea,yellowing,ASSAM,No answer,No answer,No answer,No answer,No answer,0.524871
Tea,catterpillar,WEST BENGAL,RECOMMENDED FOR SPRAY AZADIRACTIN 1 (10000 PPM)  3 ML  LIT OF WATER,      ( AZADIRACHTIN 1 EC )(10000 PPM )            I,SPRAY AZADIRECTIN 1 10000 PPM 3 MLLIT OF WATER,SPRAY AZADIRECTIN  3 MLLIT OF WATER,No answer,0.406261
Teak,blight,TAMILNADU,Recommended to spray Trichoderma viridi 10 gm  liter of water ,Recommended for spray copper oxy chloride 25 glit of water,recommended soil application for bio fertilizer mixed FYM,spray mancozeb 2gmlit of water,No answer,0.415008
Teak,catterpillar,MAHARASHTRA,CATERPILLAR ATTACK ON TEAK PLANTSPRAY Chloropyriphos 40 ml  15 lit of water,Spray Chloropyriphos 30 ml  15 lit of water,spray Chloropyriphos 30ml15 Lit of Water,cloropyriphos  25 ml15 ltr water,cloropyriphos  25 ml15 ltr water,0.423787
Teak,rust,ODISHA,No answer,No answer,No answer,No answer,No answer,0.377914
Teak,powdery mildew,BIHAR,No answer,No answer,No answer,No answer,No answer,0.375454
Teak,rust,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.477703
Tobacco,fungus,GUJARAT,Ask about fungus problem in cropSuggested Copper Oxychloride  50 WP  60 grampump spray ( )  WP     ,Ask about fungus problem in cropSuggested Copper Oxychloride  50 WP  60 grampump spray ( )  WP     ,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,0.757804
Tobacco,damping off,UTTAR PRADESH,Metalaxyl8  Mancozeb64 WP 500 gram  acre 160 liter pani me sprey kare,Metalaxyl8  Mancozeb64 WP 25 gramliter pani me milakar chidkav kare,Spray of Metalaxyl 8 Mancozeb 64 WP 2gmliter of water,Spray of Metalaxyl 8 Mancozeb 64 WP 500gmacre,SPRAY OF COPPER OXICHLORID2 GRAM LIT,0.979259
Tobacco,leaf blight,UTTAR PRADESH,kisan bhaiCarbendazim 12  Mancozeb 63 WP 300 GRAMACRE 200 LITER PAANI KI DAR SE SPRAY KARE,spray with Carbendazim 12  Mancozeb 63 WP  152 gram per liter of water,   75 WP 400   200       , 12   63    2           , 12   63    2           ,0.981148
Tobacco,wilt,UTTAR PRADESH,tobaco ki fasal me carbendazim  15 gram  liter pani ke sath spray kare,Carbendazim 12 Mancozeb 63 WP 2 gm  litar pani ke sath spray kren,spray coper oxy chloraide 500 gram streptocyecline 6 gramacre,Hexaconazole 5 SC 300 MLACRE 180 LI PANI ME UPYOG KARE,      12   63 WP  400    200         ,0.600104
Tobacco,mosaic,DELHI,No answer,No answer,No answer,No answer,No answer,0.313904
Tomato,blight,HIMACHAL PRADESH,Spray of Redomil ( Metalaxyl 8  Mancozeb 64  )  25 gram  liter of water to control blight in tomato,Control of Blight in Tomato Spray Blitox ( copper oxychloride)  30 gm or Zineb  25 gm 10 lt water ,Control of Blight in Tomato Spray Blitox ( copper oxychloride)  30 gm or Zineb  25 gm 10 lt water ,To control late blight in tomato spray of Redomil  25 gram  Streptocycline  1 gram  liter of water,Control of Blight in Tomato Spray Blitox ( copper oxychloride)  30 gm or Zineb  25 gm 10 lt water ,4.340538
Tomato,mealybug,TAMILNADU,mealybug in tomato  spray profenophos 2mlacephate 2gmneemoil 3mlteepol 1mllit of water,mealy bug in tomato  Spray FORS 25glit or neem oil 05 along with teepol 1 mllit,mealy bug in tomato  Spray FORS 25glit or neem oil 05 along with teepol 1 mllit,Recommended for spray Imidacloprid 5 ml  Acephate 2g  sticking agent 1 ml  acre,recommended for spray profenophos 2 ml acephate 1 gramlitre of water,2.102136
Tomato,sucking pest,MADHYA PRADESH,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,Recommended for to control sucking pest in tomato crop spray fipronil 25 30 ml at 15 liter of water,Recommended for to control sucking pest in tomato crop spray fipronil 25 30 ml at 15 liter of water,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,23.587569
Tomato,wilt,HIMACHAL PRADESH,Remove effected plants form fieldDrenching with blitox  3 gm  1 liter of waterApply Crop rotation,Application of Bleaching Powder  800 gram  Bigha to treat the bacterial wilt infected soil,Application of Bleaching Powder  800 gram  Bigha to treat the bacterial wilt infected soil,Application of Bleaching Powder  800 gram  Bigha to treat the bacterial wilt infected soil,Application of Bleaching Powder  800 gram  Bigha to treat the bacterial wilt infected soil,3.408843
Tomato,blight,ANDHRA PRADESH,TOMATO EARLY BLIGHT MANAGEMENT RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,RECOMMENDED TO SPRAY CAPTAN   (CAPTAF) 600 GRAMS200 LITRES OF WATER  ACRE      600     200         ,tomato early blight management RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,TOMATO EARLY BLIGHT MANAGEMENT RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,TOMATO EARLY BLIGHT MANAGEMENT RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,1.658469
Turmeric,leaf spot,ANDHRA PRADESH,TURMERIC LEAF SPOT MANAGEMENTRECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITER OF WATER,TURMERIC LEAF SPOT MANAGEMENT RECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITRES OF WATER  ACRE,RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML  200 LITRES OF WATER ACRE    200     200       ,turmeric leaf spot managementRECOMMENDED TO SPRAY MANCOZEB   600 GRAMS  200 LITERS OF WATER  ACRE,RECOMMENDED TO SPRAY CARBENDAZIM   200  GM   ACRE   RECOMMENDED TO SPRAY MANCOZEB   600 GM   ACRE,0.527165
Turmeric,dry rot,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,3.813937
Turmeric,wilt,MAHARASHTRA,Spray Tilt 07 ml15 Liter of Water(Propiconyazol 25EC)SyngentaSpray Blue copper 40 gm15 liter water,wilt in turmeric drenching with bavistin 30gm Chloropyriphos 30 ml humic acid 30ml 15 lit of water,WILT ON TURMARIC   CLOROPAYRIFOS 30 ML  BAVISTIN 30 GM  HUMIC ACID 30 ML 15 LITER WATER DRENCHING,attack of wilt on turmeric  Spray Redomil Gold 45 Gm15 Liter Of Water(MephonaxonMancozeb)Syngenta,WILT ON TURMARIC   BAVISTIN 30 GM  HUMIC ACID 30 ML  CLOROPAYRIFOS 30 ML 15 LITER WATER DRENCHING,1.927786
Turmeric,blight,MAHARASHTRA,for control  of blight on onion  Spray Cabriotop 7 gm15 Liter of Watermetiram (dithiocarbamate)Basf,BLIGHT ON TURMERICSpray Cabriotop 30 gm15 Liter of Watermetiram (pyraclostrobin 50  metiram 55)Basf,BLIGHT ATTACK on turmericSpray Antracol 30 gm15 Liter of Water (Propineb 70  WP) BAYER CROP SCIENCE,blight attack on turmeric  drenching of 191919 4 kg  bavistin 400 gm  acre throught drip irrigation,23472357236623522366 234823662357236723602381233523682344 2407232723812352236623502354236723352352,2.085755
Turmeric,leaf spot,TAMILNADU,Recommended for symptom are elliptic or oblong spots with yellow halo are seen In affected leaves,Recommended for spray imidacloprid 1 ml  Mancozeb 2 g  neem oil 3ml  teepol 1ml  litre of water,Recommended for spray  Pseudomonas fluorescents 10 g  lit of water 2 times at on week interval ,Recommended for spray copper oxy chloride 25 g  lit of water  spray 2 time at 15days interval ,Recommended for spray SAAF ( carbendazim  mancozeb ) 2  sticking agent 05 ml   litre of water,1.494332
Turnip (Saljam),sucking pest,GUJARAT,Suggested Fipronil 5 SC 25mlpump spray Final Control,No answer,No answer,No answer,No answer,0.343643
Turnip (Saljam),blight,RAJASTHAN,SPRAY OF MENCOZEB 2 GM PER LITER WATER,   45    15     15        ,DIFENACONAJOL 1 MLLITAR,MENCOZEB 2 GRAMLITAR,No answer,0.398662
Turnip (Saljam),fungus,GUJARAT,No answer,No answer,No answer,No answer,No answer,0.340032
Turnip (Saljam),damping off,BIHAR,saff 2gm1lit water,No answer,No answer,No answer,No answer,0.336281
Turnip (Saljam),cercospora spot,ASSAM,No answer,No answer,No answer,No answer,No answer,0.313495
Vanilla,stem rot,KERALA,No answer,No answer,No answer,No answer,No answer,0.333042
Vanilla,thrips,RAJASTHAN,SPRAY OF BELETON 1 ML PER LITER WATER,No answer,No answer,No answer,No answer,0.401973
Vanilla,bean rot,KERALA,No answer,No answer,No answer,No answer,No answer,0.333751
Vanilla,mosaic,KERALA,No answer,No answer,No answer,No answer,No answer,0.32538
Vanilla,fungus,KERALA,No answer,No answer,No answer,No answer,No answer,0.320414
Watermelon,fungus,GUJARAT,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested Organic  trichoderma viride 500 gramvigha dusting with sand or organic fertilizer,Suggested CoperOxichloride (Blue copper) 50 WG 40 grampump drenching OR 250 gramvigha water,0.504308
Watermelon,mite,TELANGANA,RECOMMENDED TO SPRAY DICOFOL 1 LITRE  200 LITRES OF WATER ACRE  ,RECOMMENDED TO SPRAY DICOFOL 1 LITRE  200 LITRES OF WATER ACRE,  1   200          ,No answer,No answer,0.367636
Watermelon,beetle,ODISHA,Recommended to spray Carbaryl 50 WP 3gm per litre of water to control Spotted beetle of watermelon,RECOMMENDED TO SPRAY MALATHION 50EC  1 ML  LITRE WATER  NEEM OIL  3 ML  LITRE WATER IN WATERMELON,recommended to spray malathion 50 ec 2ml1 liter of water or quinalphos 25 ec 2ml1 liter of water,Bettles  in watermelon can be controlled by spraying Malathion 50 EC 1 mllit at weekly intervals,RECOMMENDED TO SPRAY QUINALPHOS 25EC 2ML1 LITRE WATER TO CONTROL EPILACHHNA BEETLE IN WATERMELON,0.942044
Watermelon,leaf curl,ODISHA,Recommended to spray Imidacloprid 178 SL 1ml in 3litres of water to control Leaf curl in Watermelon,RECOMMENDED TO APPLY  DIMETHOATE 30EC(ROGOR)2ML IN  1LITRE WATER TO CONTROL LEAF CURL IN WATERMELON,RECOMMENDED SPRAY IMIDACLOPRID 1ML3LTR WATER 0R ACEPHATE 1GMLTR WATER FOR leaf curl in water melon,RECOMMENDED TO SPRAY IMIDACLOPRID 178SL 5ML IN 15 LITRES WATER TO CONTROL LEAF CURL IN WATERMELON ,RECOMMENDED TO APPLY IMIDACLOPRID 178 SL 1ML IN 3 LITRES WATER TO CONTROL LEAF CURL IN WATERMELON,1.395728
Watermelon,sucking pest,TAMILNADU,               3          ( 10                10        10              30           9    ,recommended for spray Profenophos 2ml  neem oil 3ml  sticking agent 05ml1 litre of water,recommended for the spray of bavistin 2 gram  profenophos 2 ml in 1 litre of water,recommended for spray imidachlopride 4mlneemoil 30ml teepol 10ml10 lit of water,recommended for the spray of roger at the rate of 1 ml in 1 litre of water,1.549443
Wheat,powdery mildew,PUNJAB,        25   () 200 ML   75 WG () 120    40   ( )  200            ,         200   25   ()  120   75  ( 25   50  )  200          ,         120   75  ( 25   50  )  200   25   ()  200          ,SPRAY KERATHANE 40EC  100 ML MIX IN 200 LITERS OF WATER ACRE,        2    130045 (2   130045  100     )             ,59.691868
Wheat,termite,RAJASTHAN,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATIONUSE  Fipronil 03 GR 1215 KG PER HA,USE CLOROPYRIPHOS 20 EC 4 LIT  HA MIX WITH SAND AND USE BEFORE IRRIGATION FOR TERMITE CONTROL,USE CLOROPYRIPHOS 20 EC 4 LIT  HA MIX WITH SAND AND USE BEFORE IRRIGATION FOR TERMITE CONTROL,USE CLOROPYRIPHOS 20 EC 4 LIT  HA MIX WITH SAND AND USE BEFORE IRRIGATION FOR TERMITE CONTROL,5.722506
Wheat,fungus,MADHYA PRADESH,Spray Tricyclazol hexacorazol propiconazol 2025 ml per pump and steptrocyclin 2 to 3 gram per pump,Spray Tricyclazol hexacorazol propiconazol 2025 ml per pump and steptrocyclin 2 to 3 gram per pump,Mancozeb 63  Carbendazim 12 WP 40 gram and steptrocyclin 2 gram at 15 liter of water,Mancozeb 63  Carbendazim 12 WP 40 gram and steptrocyclin 2 gram at 15 liter of water,spray mencojeb  carbandazim 45 gram and steptrocyclin 2 gram at 15 liter of water,12.035904
